date,Ticker,open,high,low,close,volume
2023-11-08,AAPL,180.5812266581694,181.6705476858897,179.82858892219457,181.11598205566406,49340300
2023-11-09,AAPL,181.18527771245388,182.33401412088386,180.04642375244092,180.64060974121094,53763500
2023-11-10,AAPL,182.42552132152326,185.00369964258533,181.98921282435703,184.83511352539062,66133400
2023-11-13,AAPL,184.26000678217753,184.46823531200093,182.66352248721634,183.24856567382812,43627500
2023-11-14,AAPL,186.1242058271512,186.53076740007106,184.73596524972663,185.86639404296875,60108400
2023-11-15,AAPL,186.27296484120737,187.90910668353808,186.20354524355434,186.43161010742188,53790500
2023-11-16,AAPL,187.97851603084277,189.35684600106327,187.06622636374277,188.11734008789062,54412900
2023-11-17,AAPL,188.65281519385715,188.78172866103995,186.98692637498098,188.09751892089844,50922700
2023-11-20,AAPL,188.2958115269965,190.2988572113063,188.2859009272728,189.84271240234375,46505100
2023-11-21,AAPL,189.80306012274144,189.91213724546566,188.14708208188242,189.03952026367188,38134500
2023-11-22,AAPL,189.88238464889707,191.31028267101584,189.22792193208022,189.70388793945312,39617700
2023-11-24,AAPL,189.26759079649733,189.2973377280717,187.66119596873028,188.37515258789062,24048300
2023-11-27,AAPL,188.32555346106983,189.06925694915725,187.3141124806788,188.19664001464844,40552600
2023-11-28,AAPL,188.18675406725092,189.4758433082743,187.80993940877178,188.80154418945312,38415400
2023-11-29,AAPL,189.29733590318364,190.47734794655037,187.38354604713913,187.78018188476562,43014200
2023-11-30,AAPL,188.2462390361622,188.7222202024886,186.61009727764167,188.35531616210938,48794400
2023-12-01,AAPL,188.7321118594424,189.9517813230228,187.6413407094528,189.6344757080078,45704800
2023-12-04,AAPL,188.38506152852514,188.45448112204545,185.87630278327032,187.8396759033203,43389500
2023-12-05,AAPL,188.6131455897171,192.7679567699872,188.5833835270736,191.7961883544922,66628400
2023-12-06,AAPL,192.81755229252437,193.12494736273678,190.4972006683192,190.7054443359375,41089700
2023-12-07,AAPL,192.0044269286476,193.3629205543118,191.96475426663108,192.63905334472656,47477700
2023-12-08,AAPL,192.56962283922067,194.34460366203942,192.04407357743747,194.06695556640625,53406400
2023-12-11,AAPL,191.48877730415995,191.8655919183663,189.8129630007935,191.5581817626953,60943700
2023-12-12,AAPL,191.45905774250062,193.08528901898003,190.1104746012234,193.07537841796875,52696900
2023-12-13,AAPL,193.452164559549,196.3377379763236,193.21418910624803,196.29808044433594,70404200
2023-12-14,AAPL,196.35756706962982,197.94412551234106,194.51318172109634,196.44680786132812,66831600
2023-12-15,AAPL,195.87168903034606,196.73438033852588,195.3461397126402,195.91136169433594,128538400
2023-12-18,AAPL,194.44377080370964,194.97924583916173,192.75804576345098,194.24545288085938,55751900
2023-12-19,AAPL,194.51318587990949,195.29654695271066,194.24544836840317,195.28663635253906,40714100
2023-12-20,AAPL,195.24696511767542,196.02041559595867,193.19435119628903,193.19435119628906,52242800
2023-12-21,AAPL,194.4536698626075,195.42543814276277,191.87549182712644,193.0455780029297,46482500
2023-12-22,AAPL,193.54140785907614,193.76948784569112,191.34996983457097,191.9746856689453,37149600
2023-12-26,AAPL,191.98461758986798,192.26226574027075,191.21116700936184,191.4293212890625,28919300
2023-12-27,AAPL,190.87399477798158,191.87551008122904,189.48573911500236,191.5284423828125,48087700
2023-12-28,AAPL,192.51013017909938,193.02576884449476,191.54827243799235,191.954833984375,34049900
2023-12-29,AAPL,192.27215946893213,192.76796185552627,190.12037892679612,190.91366577148438,42672100
2024-01-02,AAPL,185.5788148528252,186.85799339797137,182.34618895522584,184.0814971923828,82488700
2024-01-03,AAPL,182.6734238450404,184.31949132166326,181.89004763826887,182.7031707763672,58414500
2024-01-04,AAPL,180.62080322049852,181.552914127362,179.36147605378457,180.38282775878906,71983600
2024-01-05,AAPL,180.46216340525032,181.22568820887324,178.6574354024576,179.65895080566406,62379700
2024-01-08,AAPL,180.56131218264795,184.04185467153414,179.97626898919975,184.00218200683594,59144500
2024-01-09,AAPL,182.375949574434,183.59561921893004,181.19593746369006,183.58570861816406,42841800
2024-01-10,AAPL,182.8023278606972,184.83510533958852,182.3759299825551,184.6268768310547,46792900
2024-01-11,AAPL,184.97392753344997,185.47965559618967,182.07844372761642,184.0319061279297,49128400
2024-01-12,AAPL,184.4979701725253,185.17226924419936,183.6352789154723,184.35914611816406,40477800
2024-01-16,AAPL,180.63071876275188,182.7130795886869,179.41103406753936,182.08837890625,65603000
2024-01-17,AAPL,179.74819585869173,181.39424823145328,178.78633804828397,181.14634704589844,47317400
2024-01-18,AAPL,184.5277476383262,187.55214553454076,184.26993581776136,187.0464324951172,78005800
2024-01-19,AAPL,187.7405382804929,190.33853801025558,187.23482528040057,189.95181274414062,68903000
2024-01-22,AAPL,190.68560481730816,193.69016613117574,190.64593215238241,192.2622528076172,60133900
2024-01-23,AAPL,193.38275184285894,194.10661903356933,192.20273983497614,193.54139709472656,42355600
2024-01-24,AAPL,193.7793857004472,194.73133285541883,192.70845082511164,192.8671112060547,53631300
2024-01-25,AAPL,193.58108979701117,194.62227786062394,191.48880306885755,192.53990173339844,54822100
2024-01-26,AAPL,192.63905549468925,193.1249321296598,190.3286146537771,190.80458068847656,44594000
2024-01-29,AAPL,190.3980094284619,190.58641673883767,187.98841731539082,190.120361328125,47145600
2024-01-30,AAPL,189.33701232459802,190.18979301004535,185.8961426509305,186.4613494873047,55859400
2024-01-31,AAPL,185.46973396127984,185.5292429522646,182.80233006356886,182.85189819335938,55467800
2024-02-01,AAPL,182.44537406733116,185.38051582576702,182.27680306565713,185.29127502441406,64885400
2024-02-02,AAPL,178.350016469113,185.7573045610492,177.7451370154647,184.28973388671875,102551700
2024-02-05,AAPL,186.5704408518845,187.66121220628372,184.27983613833493,186.10438537597656,69668800
2024-02-06,AAPL,185.291266866256,187.72069551270494,185.2020260688322,187.71078491210938,43490800
2024-02-07,AAPL,189.0395550281664,189.44611666314972,187.0265983182702,187.81988525390625,53439000
2024-02-08,AAPL,187.80002288578754,187.94875754592417,185.77715585449099,186.739013671875,40962000
2024-02-09,AAPL,187.304938639922,188.63539609029752,186.6595791337662,187.50352478027344,45155200
2024-02-12,AAPL,187.07659264846137,187.32481018702742,185.45820944901192,185.81564331054688,41781900
2024-02-13,AAPL,184.44546335353004,184.88232857566155,182.20156746712615,183.7206573486328,56529500
2024-02-14,AAPL,183.9986614989588,184.20715569890234,181.13919127121986,182.8369903564453,54630500
2024-02-15,AAPL,182.24130023371336,183.17460050228615,180.056989159391,182.54908752441406,65434500
2024-02-16,AAPL,182.11221816970058,183.53203018346474,180.37469562592958,181.0101318359375,49752500
2024-02-20,AAPL,180.4938588233536,181.12929511659567,178.71662791178477,180.2655029296875,53665600
2024-02-21,AAPL,180.64278508736416,181.58600863497423,179.37191259479576,181.02008056640625,41371400
2024-02-22,AAPL,182.17181186595948,183.6412706039098,181.15909521547565,183.0554656982422,52292200
2024-02-23,AAPL,183.69089534874323,183.72068024032762,180.93071762862235,181.21865844726562,45119700
2024-02-26,AAPL,180.94063332165362,181.45691481099774,179.36195851579282,179.8683319091797,40867400
2024-02-27,AAPL,179.8087907375445,182.6086766905276,178.27976221818815,181.327880859375,54318900
2024-02-28,AAPL,181.20870480571682,181.814356133641,178.84568442217184,180.12648010253906,48953900
2024-02-29,AAPL,179.97758519757835,181.26831948615475,178.24998559748408,179.46128845214844,136682600
2024-03-01,AAPL,178.2698272634628,179.24283570733877,176.1153009913112,178.37904357910156,73563100
2024-03-04,AAPL,174.89403329600003,175.63868574855184,172.55085963930404,173.85153198242188,81510100
2024-03-05,AAPL,169.54249498191572,170.81336751410657,168.41062365949588,168.9070587158203,95132400
2024-03-06,AAPL,169.84033953276386,170.01906401050474,167.47730408815005,167.91416931152344,68587700
2024-03-07,AAPL,167.94396839769195,169.51270494606766,167.28868565722726,167.7950439453125,71765100
2024-03-08,AAPL,167.79503440936114,172.4615205019895,167.73546463179477,169.5126953125,76267000
2024-03-11,AAPL,171.70695829072324,173.13669366515668,170.8233045037464,171.518310546875,60139500
2024-03-12,AAPL,171.91542637381355,172.7891567808166,169.79068527950514,171.99485778808594,59825400
2024-03-13,AAPL,171.5381572981787,171.955160887852,169.54247886546352,169.90985107421875,52488700
2024-03-14,AAPL,171.67717059661038,173.06718266017285,170.8233017147091,171.7665252685547,72913500
2024-03-15,AAPL,169.94957779625065,171.3892364501953,169.07584723661714,171.3892364501953,121752700
2024-03-18,AAPL,174.3181844870376,176.44292557517804,172.28279805844676,172.4813690185547,75604200
2024-03-19,AAPL,173.09695515946527,175.3507743404662,171.79629786095626,174.82455444335938,55215200
2024-03-20,AAPL,174.4671240680978,177.39608764648438,173.84161109695287,177.39608764648438,53423100
2024-03-21,AAPL,175.78765774149875,176.22452301821232,169.62192763151072,170.1481475830078,106181300
2024-03-22,AAPL,170.53535433298114,171.8161651814705,168.84747827799018,171.05165100097656,71160100
2024-03-25,AAPL,169.3538487990515,170.71407589624917,168.24182406010684,169.63185119628906,54288300
2024-03-26,AAPL,168.78791039294234,170.1977840617546,168.37090678526505,168.49998474121094,57388400
2024-03-27,AAPL,169.19500814821973,172.36226639285164,168.89714406925813,172.07432556152344,60273300
2024-03-28,AAPL,170.5254338962422,171.00200728609337,169.29426955996547,170.25735473632812,65672700
2024-04-01,AAPL,169.96942084543096,170.02899062252592,168.27160644825386,168.81768798828125,46240500
2024-04-02,AAPL,167.87446369081775,168.13260444031488,167.0305181193942,167.63616943359375,49329500
2024-04-03,AAPL,167.5865303145986,169.4630541169958,167.37803608655156,168.44039916992188,47691700
2024-04-04,AAPL,169.0758380772312,170.69422114433505,167.61633300781253,167.6163330078125,53704400
2024-04-05,AAPL,168.3808338913719,169.17513298848516,167.74539764368038,168.37091064453125,42104800
2024-04-08,AAPL,167.82482886831443,167.99361496437555,167.04046816897213,167.24896240234375,37425500
2024-04-09,AAPL,167.49716574379332,168.86733118994096,167.14967033425896,168.4602508544922,42373800
2024-04-10,AAPL,167.59645660291815,167.8843822327512,165.91850390321872,166.58372497558594,49709300
2024-04-11,AAPL,167.13973556457645,174.20898041040104,166.96102623293757,173.79196166992188,91070300
2024-04-12,AAPL,173.01753304365369,177.0883063929916,172.96790166012113,175.2912139892578,101670900
2024-04-15,AAPL,174.1097015871075,175.37065085788137,171.27009249111015,171.458740234375,73531800
2024-04-16,AAPL,170.52542991803605,172.5210932508517,167.0702464097302,168.17233276367188,73711200
2024-04-17,AAPL,168.4006911997193,169.43326939438703,166.8021697998047,166.8021697998047,50901200
2024-04-18,AAPL,166.83193043348257,167.43758168700796,165.36248720279517,165.84898376464844,43122900
2024-04-19,AAPL,165.02494208063,165.21357466916865,162.91012396969214,163.8235626220703,68149400
2024-04-22,AAPL,164.33986695337822,166.06745127090076,163.59521436134384,164.65757751464844,48116400
2024-04-23,AAPL,164.17105512601134,165.85893104014465,163.7441131621461,165.70999145507812,49537800
2024-04-24,AAPL,165.35256706337344,168.09289802448964,165.02493328758231,167.8148956298828,48251800
2024-04-25,AAPL,168.32126184731533,169.3935633415022,166.9510963019663,168.67869567871094,50558300
2024-04-26,AAPL,168.66876193087458,170.1183436596222,167.97374080476908,168.0928955078125,44838400
2024-04-29,AAPL,172.13387675663878,174.77491474153487,171.86581274952138,172.26295471191406,68169400
2024-04-30,AAPL,172.09416491333778,173.74233280675443,168.78790588015656,169.1155548095703,65934800
2024-05-01,AAPL,168.37089789825708,171.47858587357683,167.90424778215493,168.0928955078125,50383100
2024-05-02,AAPL,171.2800137361139,172.18352915382397,169.67156903864844,171.7963104248047,94214900
2024-05-03,AAPL,185.3191683037401,185.66667884285494,181.3576269377945,182.07249450683594,163224100
2024-05-06,AAPL,181.04986495546194,182.88666551151152,179.1336178251023,180.4144287109375,78569700
2024-05-07,AAPL,182.14198851894085,183.58164691028844,180.02718583647584,181.09947204589844,77305800
2024-05-08,AAPL,181.54630432998687,181.76473696457003,180.15627709627626,181.4370880126953,45057100
2024-05-09,AAPL,181.25836496086742,183.34339825305352,180.81157644111198,183.25404357910156,48983000
2024-05-10,AAPL,183.83067066594327,184.01957427538002,181.07670119634085,181.9913787841797,50759500
2024-05-13,AAPL,184.3675441223296,186.01794745703555,183.55227916041122,185.2026824951172,72044800
2024-05-14,AAPL,186.42556271379902,187.2110023802185,185.21261716026046,186.3460235595703,52393600
2024-05-15,AAPL,186.82330307335107,189.54744769576897,186.2864174468064,188.62283325195312,70400000
2024-05-16,AAPL,189.3684726364485,189.9948340668423,188.56315946625318,188.7421112060547,52845200
2024-05-17,AAPL,188.4140082479681,189.70649303935699,188.08591490450098,188.7719268798828,41282900
2024-05-20,AAPL,188.23506322103913,190.81008101901145,187.91690657220929,189.93516540527344,44361300
2024-05-21,AAPL,189.98487181213304,191.6153866469515,189.815856788038,191.2375946044922,42309400
2024-05-22,AAPL,191.15806201805705,191.7048842739564,189.16962848427326,189.7959747314453,34648500
2024-05-23,AAPL,189.87551988281996,189.89540846653748,185.55068591274116,185.7992401123047,51005900
2024-05-24,AAPL,187.72800676525614,189.47782271626807,186.9525037733123,188.88128662109375,36327000
2024-05-28,AAPL,190.40243380522858,191.88382214222983,188.00638309980084,188.8912353515625,52280100
2024-05-29,AAPL,188.51345399670836,191.13818582461735,188.41402624535667,189.18951416015625,53068000
2024-05-30,AAPL,189.65678215538136,191.06856812279526,189.5275442935875,190.1837158203125,49889100
2024-05-31,AAPL,190.33287039705309,191.45634025792617,188.81171987650453,191.13818359375,75158300
2024-06-03,AAPL,191.7843976924141,193.86232215027837,191.4066056577922,192.90786743164062,50080500
2024-06-04,AAPL,193.51434462038466,194.19041988861153,191.91365507081835,193.2260284423828,47471400
2024-06-05,AAPL,194.26994531118896,195.76127042413222,193.74301165159252,194.7372283935547,54156800
2024-06-06,AAPL,194.55827933508485,195.3635924798522,193.04706561878615,193.3552703857422,41181800
2024-06-07,AAPL,193.52429170702467,195.80105664694406,193.01724660656407,195.7513427734375,53103900
2024-06-10,AAPL,195.76126603853862,196.15896182874013,191.03873662001607,192.0031280517578,97010200
2024-06-11,AAPL,192.53005531977516,205.96193246683507,192.51018190883102,205.9519805908203,172373300
2024-06-12,AAPL,206.17073583797293,218.9265393804105,205.70345272180973,211.83778381347656,198134300
2024-06-13,AAPL,213.49810017257707,215.49647028335949,210.37626033330997,213.00099182128906,97862700
2024-06-14,AAPL,212.61325905037393,213.92561727783075,210.07800329190465,211.26112365722656,70122700
2024-06-17,AAPL,212.13601299934342,217.68374402084368,211.48977821080922,215.41693115234375,93728300
2024-06-18,AAPL,216.33162333097553,217.36561726722093,211.76817199786754,213.0507049560547,79943300
2024-06-20,AAPL,212.69276708162653,213.00098699569838,207.64215969704074,208.46734619140625,86172500
2024-06-21,AAPL,209.17326157128963,210.6645866973278,205.91223184266303,206.2900390625,241805100
2024-06-24,AAPL,206.51869484312462,211.46988977828622,205.39522511371305,206.93626403808594,80727000
2024-06-25,AAPL,207.94042486793813,210.1575391184255,207.40355450398363,207.86090087890625,55549700
2024-06-26,AAPL,210.2768443064002,213.61741321993355,209.42181728774156,212.0167236328125,66213200
2024-06-27,AAPL,213.4484006592916,214.49233130131694,211.1219370597224,212.86181640625,49772700
2024-06-28,AAPL,214.52214161134154,214.8204096554565,209.08377504858174,209.40191650390625,82542700
2024-07-01,AAPL,210.86340670792904,216.25205915730612,210.69439169705223,215.4964599609375,60402900
2024-07-02,AAPL,214.89995598050686,219.10550398155985,213.8560404734025,218.9961395263672,58046200
2024-07-03,AAPL,218.72769869983824,220.26873779296875,217.76330717829083,220.26873779296875,37369800
2024-07-05,AAPL,220.36812707547227,225.14037030398515,220.36812707547227,225.031005859375,60412400
2024-07-08,AAPL,225.7766675487194,226.53228195249955,221.95887904834777,226.50245666503906,59085900
2024-07-09,AAPL,226.61178991769694,228.0732895821074,225.06081439723079,227.35745239257812,48076100
2024-07-10,AAPL,227.9739037781008,231.73204187894615,227.92418990649884,231.6326141357422,62627700
2024-07-11,AAPL,230.05180623167956,231.04602295166964,224.46431311990924,226.25390625,64710600
2024-07-12,AAPL,227.59609977127656,231.29458734662407,227.357482286545,229.20672607421875,53046500
2024-07-15,AAPL,235.11237576276486,235.8580383346859,231.7419815445035,233.04440307617188,62631300
2024-07-16,AAPL,233.6409268235753,234.90358629288457,230.98637002864072,233.46197509765625,43234300
2024-07-17,AAPL,228.12301581337556,230.12140106352723,225.3292693500046,227.5563201904297,57345900
2024-07-18,AAPL,228.94822726389444,229.1073055815506,220.98455672170712,222.8834991455078,66034600
2024-07-19,AAPL,223.51981659835482,225.4883615119168,221.9887143107171,223.01275634765625,49151500
2024-07-22,AAPL,225.69712847330965,226.46267958300487,221.7998008147913,222.66477966308594,48201800
2024-07-23,AAPL,223.07241159149984,225.62755596952536,221.3921828247117,223.70870971679688,39960300
2024-07-24,AAPL,222.70455320631828,223.4999296447353,215.87428895139493,217.276123046875,61777600
2024-07-25,AAPL,217.66386764083302,219.5727771670938,213.37879583929433,216.23220825195312,51391200
2024-07-26,AAPL,217.4352041073067,218.22064384945838,214.76075857434793,216.69949340820312,41601300
2024-07-29,AAPL,215.7052633263403,218.03172677871768,214.50225443638584,216.9778594970703,36311800
2024-07-30,AAPL,217.92236610782675,219.05577256608925,214.87011348402856,217.5346221923828,41643800
2024-07-31,AAPL,220.15935619339007,222.52559687691686,219.35404306544515,220.795654296875,50036300
2024-08-01,AAPL,223.07240511518174,223.1817695634113,215.76492117798517,217.09716796875,62501000
2024-08-02,AAPL,217.88258518105536,224.29529507499745,216.4509258668214,218.58848571777344,105568600
2024-08-05,AAPL,197.93858949976786,212.26525508834706,194.86646368766287,208.05972290039062,119548600
2024-08-06,AAPL,204.11269368890086,208.7755724881847,199.90716125146164,206.03152465820312,69660500
2024-08-07,AAPL,205.703426053809,212.40445197195862,205.1963810058654,208.60655212402344,63516400
2024-08-08,AAPL,211.87752992550048,212.96122253044007,207.62228349481032,212.0763702392578,47161100
2024-08-09,AAPL,210.8733691090516,215.5262960046125,210.7441160828828,214.9894256591797,42201600
2024-08-12,AAPL,215.0690650325273,218.49311650663688,214.60124108809114,216.5222930908203,38028100
2024-08-13,AAPL,217.9954546002453,220.86211817463317,217.9954546002453,220.2449951171875,44155300
2024-08-14,AAPL,219.54820460737923,221.99680001644597,218.68222460242472,220.69287109375,41960600
2024-08-15,AAPL,223.55954635601313,224.30607198028108,221.72805861485108,223.67898559570312,46414000
2024-08-16,AAPL,222.8827003891183,225.77922361016536,222.6139468974481,225.00283813476562,44340200
2024-08-19,AAPL,224.67437148720649,224.94312498661264,222.00677847363227,224.8435821533203,40687800
2024-08-20,AAPL,224.7241311088456,226.11763957317402,224.4056062095116,225.460693359375,30299000
2024-08-21,AAPL,225.4706659840429,226.92389412945442,224.00747444255492,225.35121154785156,34765500
2024-08-22,AAPL,226.7347453328591,227.2822004693802,222.86276654997633,223.48985290527344,43695300
2024-08-23,AAPL,224.61464290366075,227.16278137803025,223.290802251815,225.78916931152344,38677300
2024-08-26,AAPL,225.70952621277564,226.2271215594374,222.8528263811224,226.12757873535156,30602200
2024-08-27,AAPL,224.9530532768154,227.78985670532603,223.84819475275475,226.97364807128906,35934600
2024-08-28,AAPL,226.8641641669627,228.7951795929336,224.63453544627717,225.4407958984375,38052200
2024-08-29,AAPL,229.03408635152138,231.8410150307569,227.81973668824594,228.7255096435547,51906300
2024-08-30,AAPL,229.123652992766,229.33267166766268,226.42620031745173,227.9391632080078,52990800
2024-09-03,AAPL,227.49126043044808,227.9391727978887,220.1454429272487,221.738037109375,50190600
2024-09-04,AAPL,220.63318011937466,220.75261936807303,216.4725357618373,219.82693481445312,43840200
2024-09-05,AAPL,220.60332780966414,224.43548398740054,220.4938367652657,221.349853515625,36615400
2024-09-06,AAPL,222.91254804497814,224.1965806221913,218.75191919539128,219.79705810546875,48423000
2024-09-09,AAPL,219.79707827698536,220.24499065438135,215.70611687897429,219.88665771484375,67180000
2024-09-10,AAPL,217.905857501112,220.4539959437938,215.7260001837559,219.09034729003906,51591000
2024-09-11,AAPL,220.43410202901993,222.05654079085227,216.88063262193214,221.6285400390625,44587100
2024-09-12,AAPL,221.46928361366912,222.51442259643304,218.80170582492687,221.738037109375,37455600
2024-09-13,AAPL,222.54426752163747,223.0021280664009,220.88200561884332,221.46926879882812,36766600
2024-09-16,AAPL,215.53686848493908,216.21372627244497,212.92901053484562,215.31790161132812,59357400
2024-09-17,AAPL,214.75054527350213,215.8952118613641,213.50633585708553,215.7857208251953,45519300
2024-09-18,AAPL,216.54219508236315,221.67829484771394,216.53223168732617,219.6676483154297,59894900
2024-09-19,AAPL,223.94775287051627,228.75538000957175,223.5894199412667,227.8097686767578,66781300
2024-09-20,AAPL,228.90468820559317,232.01023025765141,226.56556827016198,227.14288330078125,318679900
2024-09-23,AAPL,226.2868480598011,228.38707413181643,224.7639369712135,225.42088317871094,54146000
2024-09-24,AAPL,227.59078065470555,228.28755007923567,224.68430927696548,226.31671142578125,43556100
2024-09-25,AAPL,223.88800321688734,226.23707111110926,222.9822303399746,225.3213348388672,42308700
2024-09-26,AAPL,226.24705185494724,227.4414899021518,224.36580775387154,226.46603393554688,36636700
2024-09-27,AAPL,227.4016660612202,228.45675318264773,226.24703611440782,226.73475646972656,34026000
2024-09-30,AAPL,228.97432934379907,231.92062377929685,228.58613663255096,231.92062377929688,54541900
2024-10-01,AAPL,228.45675818805825,228.5861456381701,222.70353511874544,225.16209411621094,63285000
2024-10-02,AAPL,224.84356992020338,226.31670960653594,221.98686997976517,225.7294464111328,32880600
2024-10-03,AAPL,224.09704443839325,225.759306386038,222.28548343692833,224.6245880126953,34044200
2024-10-04,AAPL,226.84425430240032,226.94379713076913,223.09172964492672,225.74935913085938,37245100
2024-10-07,AAPL,223.4600360693569,224.64452599576788,220.30472246057155,220.66305541992188,39505400
2024-10-08,AAPL,223.26094483680063,224.93315503301395,222.21580587011556,224.72413635253906,31855700
2024-10-09,AAPL,224.18665241253456,228.68571846037656,223.7885114262569,228.4766845703125,33591100
2024-10-10,AAPL,226.72481576308653,228.43684913724616,226.11764095959848,227.97897338867188,28183500
2024-10-11,AAPL,228.2377886470439,228.34727968813561,226.28686151162023,226.4958953857422,31759200
2024-10-14,AAPL,227.6405539391785,230.65651637799863,227.54102629778743,230.228515625,39882100
2024-10-15,AAPL,232.52779945042704,236.38983016358188,231.29353829774286,232.76669311523438,64751400
2024-10-16,AAPL,230.52713995218934,231.04472016362837,228.77528327315235,230.706298828125,34082200
2024-10-17,AAPL,232.34863894583398,232.76670668063704,229.4521309302649,231.07456970214844,32993800
2024-10-18,AAPL,235.0859033854084,235.0859033854084,232.92595759952005,233.911376953125,46431500
2024-10-21,AAPL,233.36392650842959,235.75281781754072,233.36392650842959,235.384521484375,36254500
2024-10-22,AAPL,232.8065196969969,235.12572795126604,231.52250221800776,234.76739501953125,38846600
2024-10-23,AAPL,232.99563706556216,234.05072423456664,226.7049068825192,229.69100952148438,52287000
2024-10-24,AAPL,228.91461372105516,229.75073396519562,227.35189464165862,229.50189208984375,31109500
2024-10-25,AAPL,228.67573552964762,232.1396101862481,228.50652487676714,230.33799743652344,38802300
2024-10-28,AAPL,232.23917058038825,233.6426273223557,231.4727332926884,232.31878662109375,36087100
2024-10-29,AAPL,232.02018805231754,233.24448591818899,231.24380255804743,232.58753967285156,35417200
2024-10-30,AAPL,231.53243988835442,232.3884565647557,228.4866177012834,229.03407287597656,47070900
2024-10-31,AAPL,228.2775829103703,228.7653184618591,224.32597264925337,224.8634796142578,64370100
2024-11-01,AAPL,219.9463649274566,224.30607958110735,219.2496106921502,221.87738037109375,65276700
2024-11-04,AAPL,219.96627293386246,221.75792231303782,218.69220372782075,220.98153686523438,44944500
2024-11-05,AAPL,220.77252086896186,222.91255498009292,220.11557465497722,222.4148712158203,28111300
2024-11-06,AAPL,221.578756649688,225.0227348337598,220.16533664224426,221.68824768066406,54561100
2024-11-07,AAPL,223.58942006045072,226.82436463330757,223.52970043689456,226.42620849609375,42137700
2024-11-08,AAPL,226.366414165256,227.8511489598711,225.60910803907555,226.15716552734375,38328800
2024-11-11,AAPL,224.20409384410638,224.90161465065873,220.7164746065314,223.4368133544922,42005600
2024-11-12,AAPL,223.7556886973808,224.79200315214243,222.5698957238352,223.4368133544922,40398300
2024-11-13,AAPL,223.21759527142092,225.8482560889112,221.97201694486657,224.32366943359375,48566200
2024-11-14,AAPL,224.22404211187478,228.0604144028158,224.20410860042898,227.4127197265625,44923900
2024-11-15,AAPL,225.5991278698978,226.1172926822584,223.47667285882866,224.20408630371094,47923700
2024-11-18,AAPL,224.45320372664563,228.92732633570628,224.3734848929754,227.21340942382812,44633700
2024-11-19,AAPL,226.17708394083314,229.34584301691135,225.85822380511456,227.4724884033203,36211800
2024-11-20,AAPL,227.25326410482546,229.11664435033194,225.0909420304879,228.18994140625,35169600
2024-11-21,AAPL,228.07036655131705,229.34583747298603,224.9115819089953,227.71163940429688,42108300
2024-11-22,AAPL,227.25325936496188,229.9038535446,227.25325936496188,229.05685424804688,38168300
2024-11-25,AAPL,230.64124862727573,232.42491005721112,228.92733167542056,232.04624938964844,90152800
2024-11-26,AAPL,232.5046242958029,234.73670603206307,232.5046242958029,234.22850036621094,45986200
2024-11-27,AAPL,233.64060419090404,234.85628986853754,232.98293517746683,234.09896850585938,33498400
2024-11-29,AAPL,233.97938842310504,236.96877632211968,233.1423634605361,236.490478515625,28481400
2024-12-02,AAPL,236.4306920263062,239.9382295297479,236.32108052902282,238.7424774169922,48137100
2024-12-03,AAPL,238.96170621081683,241.9012679940841,238.0549215480856,241.79165649414062,38861000
2024-12-04,AAPL,242.01088645785896,243.24650565597543,240.39662178025324,242.150390625,44383900
2024-12-05,AAPL,243.12691898237588,243.6749612569442,241.2734979097132,242.18026733398438,40033900
2024-12-06,AAPL,242.0507319698173,243.7646488451358,241.22366619354514,241.98097229003906,36870600
